,S_Number,District Name,Market Name,Commodity,Variety,Grade,Min Price(Rs./Quintal),Max Price(Rs./Quintal),Modal Price(Rs./Quintal),Price Date
0,1,Agra,Achnera,Potato,Desi,FAQ,900,1000,950,2020-12-30
1,2,Agra,Achnera,Potato,Desi,FAQ,800,900,850,2020-12-29
2,3,Agra,Achnera,Potato,Desi,FAQ,850,950,900,2020-12-28
3,4,Agra,Achnera,Potato,Desi,FAQ,800,900,850,2020-12-27
4,5,Agra,Achnera,Potato,Desi,FAQ,800,900,850,2020-12-26
5,6,Agra,Achnera,Potato,Desi,FAQ,800,900,850,2020-12-25
6,7,Agra,Achnera,Potato,Desi,FAQ,950,1050,1000,2020-12-23
7,8,Agra,Achnera,Potato,Desi,FAQ,820,920,870,2020-12-22
8,9,Agra,Achnera,Potato,Desi,FAQ,800,900,850,2020-12-21
9,10,Agra,Achnera,Potato,Desi,FAQ,800,900,850,2020-12-20
10,11,Agra,Achnera,Potato,Desi,FAQ,950,1050,1000,2020-12-19
11,12,Agra,Achnera,Potato,Desi,FAQ,1000,1100,1050,2020-12-18
12,13,Agra,Achnera,Potato,Desi,FAQ,1350,1450,1400,2020-12-16
13,14,Agra,Achnera,Potato,Desi,FAQ,1400,1500,1450,2020-12-15
14,15,Agra,Achnera,Potato,Desi,FAQ,1700,1800,1750,2020-12-14
15,16,Agra,Achnera,Potato,Desi,FAQ,1700,1800,1750,2020-12-13
16,17,Agra,Achnera,Potato,Desi,FAQ,1650,1750,1700,2020-12-12
17,18,Agra,Achnera,Potato,Desi,FAQ,2000,2100,2050,2020-12-11
18,19,Agra,Achnera,Potato,Desi,FAQ,2300,2400,2350,2020-12-09
19,20,Agra,Achnera,Potato,Desi,FAQ,2350,2450,2400,2020-12-08
20,21,Agra,Achnera,Potato,Desi,FAQ,2550,2650,2600,2020-12-07
21,22,Agra,Achnera,Potato,Desi,FAQ,2650,2750,2700,2020-12-06
22,23,Agra,Achnera,Potato,Desi,FAQ,2750,2850,2800,2020-12-05
23,24,Agra,Achnera,Potato,Desi,FAQ,2800,2880,2840,2020-12-04
24,25,Agra,Achnera,Potato,Desi,FAQ,2750,2850,2800,2020-12-02
25,26,Agra,Achnera,Potato,Desi,FAQ,2840,2940,2890,2020-12-01
26,27,Agra,Achnera,Potato,Desi,FAQ,2830,2930,2880,2020-11-30
27,28,Agra,Achnera,Potato,Desi,FAQ,3750,3850,3800,2020-11-29
28,29,Agra,Achnera,Potato,Desi,FAQ,2820,2900,2860,2020-11-28
29,30,Agra,Achnera,Potato,Desi,FAQ,2830,2910,2870,2020-11-27
30,31,Agra,Achnera,Potato,Desi,FAQ,2850,2950,2900,2020-11-25
31,32,Agra,Achnera,Potato,Desi,FAQ,2850,2950,2900,2020-11-24
32,33,Agra,Achnera,Potato,Desi,FAQ,2840,2920,2880,2020-11-23
33,34,Agra,Achnera,Potato,Desi,FAQ,2820,2900,2860,2020-11-22
34,35,Agra,Achnera,Potato,Desi,FAQ,2840,2920,2880,2020-11-21
35,36,Agra,Achnera,Potato,Desi,FAQ,2850,2950,2900,2020-11-20
36,37,Agra,Achnera,Potato,Desi,FAQ,2840,2920,2880,2020-11-18
37,38,Agra,Achnera,Potato,Desi,FAQ,2800,2880,2840,2020-11-17
38,39,Agra,Achnera,Potato,Desi,FAQ,2800,2880,2840,2020-11-16
39,40,Agra,Achnera,Potato,Desi,FAQ,2800,2860,2830,2020-11-15
40,41,Agra,Achnera,Potato,Desi,FAQ,2800,2860,2830,2020-11-14
41,42,Agra,Achnera,Potato,Desi,FAQ,2800,2880,2840,2020-11-13
42,43,Agra,Achnera,Potato,Desi,FAQ,2780,2860,2820,2020-11-11
43,44,Agra,Achnera,Potato,Desi,FAQ,2750,2850,2800,2020-11-10
44,45,Agra,Achnera,Potato,Desi,FAQ,2750,2850,2800,2020-11-09
45,46,Agra,Achnera,Potato,Desi,FAQ,2750,2850,2800,2020-11-08
46,47,Agra,Achnera,Potato,Desi,FAQ,2780,2860,2820,2020-11-07
47,48,Agra,Achnera,Potato,Desi,FAQ,2750,2850,2800,2020-11-06
48,49,Agra,Achnera,Potato,Desi,FAQ,2750,2850,2800,2020-11-04
49,50,Agra,Achnera,Potato,Desi,FAQ,2750,2850,2800,2020-11-03
52,51,Agra,Achnera,Potato,Desi,FAQ,2640,2720,2680,2020-11-02
53,52,Agra,Achnera,Potato,Desi,FAQ,2740,2820,2780,2020-11-01
54,53,Agra,Achnera,Potato,Desi,FAQ,2600,2700,2650,2020-10-31
55,54,Agra,Achnera,Potato,Desi,FAQ,2600,2680,2640,2020-10-30
56,55,Agra,Achnera,Potato,Desi,FAQ,2600,2700,2650,2020-10-28
57,56,Agra,Achnera,Potato,Desi,FAQ,2700,2780,2740,2020-10-27
58,57,Agra,Achnera,Potato,Desi,FAQ,2550,2650,2600,2020-10-26
59,58,Agra,Achnera,Potato,Desi,FAQ,2550,2650,2600,2020-10-25
60,59,Agra,Achnera,Potato,Desi,FAQ,2550,2650,2600,2020-10-24
61,60,Agra,Achnera,Potato,Desi,FAQ,2500,2580,2540,2020-10-23
62,61,Agra,Achnera,Potato,Desi,FAQ,2500,2600,2550,2020-10-21
63,62,Agra,Achnera,Potato,Desi,FAQ,2500,2600,2550,2020-10-20
64,63,Agra,Achnera,Potato,Desi,FAQ,2450,2550,2500,2020-10-19
65,64,Agra,Achnera,Potato,Desi,FAQ,2450,2550,2500,2020-10-18
66,65,Agra,Achnera,Potato,Desi,FAQ,2450,2550,2500,2020-10-17
67,66,Agra,Achnera,Potato,Desi,FAQ,2450,2550,2500,2020-10-16
68,67,Agra,Achnera,Potato,Desi,FAQ,2400,2500,2450,2020-10-14
69,68,Agra,Achnera,Potato,Desi,FAQ,2500,2560,2530,2020-10-13
70,69,Agra,Achnera,Potato,Desi,FAQ,2500,2580,2540,2020-10-12
71,70,Agra,Achnera,Potato,Desi,FAQ,2500,2580,2540,2020-10-11
72,71,Agra,Achnera,Potato,Desi,FAQ,2500,2560,2530,2020-10-10
73,72,Agra,Achnera,Potato,Desi,FAQ,2470,2530,2500,2020-10-07
74,73,Agra,Achnera,Potato,Desi,FAQ,2480,2560,2520,2020-10-06
75,74,Agra,Achnera,Potato,Desi,FAQ,2500,2580,2540,2020-10-05
76,75,Agra,Achnera,Potato,Desi,FAQ,2460,2540,2500,2020-10-04
77,76,Agra,Achnera,Potato,Desi,FAQ,2400,2500,2450,2020-10-03
78,77,Agra,Achnera,Potato,Desi,FAQ,2400,2500,2450,2020-10-02
79,78,Agra,Achnera,Potato,Desi,FAQ,2420,2500,2460,2020-09-30
80,79,Agra,Achnera,Potato,Desi,FAQ,2400,2500,2450,2020-09-29
81,80,Agra,Achnera,Potato,Desi,FAQ,2400,2480,2440,2020-09-28
82,81,Agra,Achnera,Potato,Desi,FAQ,2380,2460,2420,2020-09-27
83,82,Agra,Achnera,Potato,Desi,FAQ,2300,2400,2350,2020-09-26
84,83,Agra,Achnera,Potato,Desi,FAQ,2350,2450,2400,2020-09-25
85,84,Agra,Achnera,Potato,Desi,FAQ,2270,2350,2310,2020-09-23
86,85,Agra,Achnera,Potato,Desi,FAQ,2280,2360,2320,2020-09-22
87,86,Agra,Achnera,Potato,Desi,FAQ,2250,2350,2300,2020-09-21
88,87,Agra,Achnera,Potato,Desi,FAQ,2200,2300,2250,2020-09-20
89,88,Agra,Achnera,Potato,Desi,FAQ,2240,2340,2290,2020-09-19
90,89,Agra,Achnera,Potato,Desi,FAQ,2200,2350,2250,2020-09-18
91,90,Agra,Achnera,Potato,Desi,FAQ,2200,2300,2250,2020-09-16
92,91,Agra,Achnera,Potato,Desi,FAQ,2150,2250,2200,2020-09-15
93,92,Agra,Achnera,Potato,Desi,FAQ,2100,2200,2150,2020-09-14
94,93,Agra,Achnera,Potato,Desi,FAQ,2050,2150,2100,2020-09-13
95,94,Agra,Achnera,Potato,Desi,FAQ,2060,2140,2100,2020-09-12
96,95,Agra,Achnera,Potato,Desi,FAQ,2050,2150,2100,2020-09-11
97,96,Agra,Achnera,Potato,Potato,FAQ,2050,2150,2100,2020-09-10
98,97,Agra,Achnera,Potato,Desi,FAQ,2030,2130,2080,2020-09-09
99,98,Agra,Achnera,Potato,Desi,FAQ,2020,2120,2080,2020-09-08
100,99,Agra,Achnera,Potato,Desi,FAQ,2020,2100,2060,2020-09-07
101,100,Agra,Achnera,Potato,Desi,FAQ,2000,2060,2030,2020-09-05
104,101,Agra,Achnera,Potato,Desi,FAQ,1970,2030,2000,2020-09-04
105,102,Agra,Achnera,Potato,Desi,FAQ,2010,2090,2050,2020-09-03
106,103,Agra,Achnera,Potato,Desi,FAQ,2000,2080,2040,2020-09-02
107,104,Agra,Achnera,Potato,Desi,FAQ,1950,2050,2000,2020-09-01
108,105,Agra,Achnera,Potato,Desi,FAQ,2020,2100,2060,2020-08-31
109,106,Agra,Achnera,Potato,Desi,FAQ,2000,2080,2040,2020-08-30
110,107,Agra,Achnera,Potato,Desi,FAQ,2000,2100,2050,2020-08-29
111,108,Agra,Achnera,Potato,Desi,FAQ,2000,2100,2050,2020-08-28
112,109,Agra,Achnera,Potato,Desi,FAQ,2040,2120,2080,2020-08-26
113,110,Agra,Achnera,Potato,Desi,FAQ,2000,2100,2050,2020-08-25
114,111,Agra,Achnera,Potato,Desi,FAQ,1930,2030,1980,2020-08-24
115,112,Agra,Achnera,Potato,Desi,FAQ,1940,2020,1980,2020-08-23
116,113,Agra,Achnera,Potato,Desi,FAQ,1930,2010,1970,2020-08-22
117,114,Agra,Achnera,Potato,Desi,FAQ,1920,2000,1960,2020-08-21
118,115,Agra,Achnera,Potato,Desi,FAQ,1900,1960,1930,2020-08-19
119,116,Agra,Achnera,Potato,Desi,FAQ,1930,2030,1980,2020-08-18
120,117,Agra,Achnera,Potato,Desi,FAQ,1900,1960,1930,2020-08-17
121,118,Agra,Achnera,Potato,Desi,FAQ,1900,1960,1930,2020-08-16
122,119,Agra,Achnera,Potato,Desi,FAQ,1900,1960,1930,2020-08-15
123,120,Agra,Achnera,Potato,Desi,FAQ,1900,1980,1940,2020-08-14
124,121,Agra,Achnera,Potato,Desi,FAQ,1870,1930,1900,2020-08-12
125,122,Agra,Achnera,Potato,Desi,FAQ,1880,1960,1920,2020-08-11
126,123,Agra,Achnera,Potato,Desi,FAQ,1900,1940,1920,2020-08-10
127,124,Agra,Achnera,Potato,Desi,FAQ,1800,1880,1840,2020-08-09
128,125,Agra,Achnera,Potato,Desi,FAQ,1840,1920,1880,2020-08-08
129,126,Agra,Achnera,Potato,Desi,FAQ,1870,1930,1900,2020-08-07
130,127,Agra,Achnera,Potato,Desi,FAQ,1860,1940,1900,2020-08-05
131,128,Agra,Achnera,Potato,Desi,FAQ,1850,1930,1890,2020-08-04
132,129,Agra,Achnera,Potato,Desi,FAQ,1860,1940,1900,2020-08-03
133,130,Agra,Achnera,Potato,Desi,FAQ,1850,1930,1890,2020-08-02
134,131,Agra,Achnera,Potato,Desi,FAQ,1830,1930,1880,2020-08-01
135,132,Agra,Achnera,Potato,Desi,FAQ,1820,1900,1860,2020-07-31
136,133,Agra,Achnera,Potato,Desi,FAQ,1800,1880,1840,2020-07-27
137,134,Agra,Achnera,Potato,Desi,FAQ,1800,1880,1840,2020-07-26
138,135,Agra,Achnera,Potato,Desi,FAQ,1800,1840,1820,2020-07-25
139,136,Agra,Achnera,Potato,Desi,FAQ,1800,1880,1840,2020-07-24
140,137,Agra,Achnera,Potato,Desi,FAQ,1750,1850,1800,2020-07-22
141,138,Agra,Achnera,Potato,Desi,FAQ,1840,1920,1880,2020-07-21
142,139,Agra,Achnera,Potato,Desi,FAQ,1800,1880,1840,2020-07-20
143,140,Agra,Achnera,Potato,Desi,FAQ,1760,1840,1800,2020-07-19
144,141,Agra,Achnera,Potato,Desi,FAQ,1760,1820,1790,2020-07-18
145,142,Agra,Achnera,Potato,Desi,FAQ,1750,1850,1800,2020-07-17
146,143,Agra,Achnera,Potato,Desi,FAQ,1700,1750,1725,2020-07-15
147,144,Agra,Achnera,Potato,Desi,FAQ,1720,1820,1770,2020-07-14
148,145,Agra,Achnera,Potato,Desi,FAQ,1730,1830,1780,2020-07-13
149,146,Agra,Achnera,Potato,Desi,FAQ,1650,1710,1680,2020-07-10
150,147,Agra,Achnera,Potato,Desi,FAQ,1580,1650,1620,2020-07-08
151,148,Agra,Achnera,Potato,Desi,FAQ,1550,1650,1600,2020-07-07
152,149,Agra,Achnera,Potato,Desi,FAQ,1520,1600,1560,2020-07-06
153,150,Agra,Achnera,Potato,Desi,FAQ,1500,1580,1540,2020-07-05
156,151,Agra,Achnera,Potato,Desi,FAQ,1500,1600,1550,2020-07-04
157,152,Agra,Achnera,Potato,Desi,FAQ,1470,1530,1500,2020-07-03
158,153,Agra,Achnera,Potato,Desi,FAQ,1440,1530,1490,2020-07-01
159,154,Agra,Achnera,Potato,Desi,FAQ,1430,1490,1460,2020-06-30
160,155,Agra,Achnera,Potato,Desi,FAQ,1430,1500,1470,2020-06-29
161,156,Agra,Achnera,Potato,Desi,FAQ,1410,1490,1450,2020-06-28
162,157,Agra,Achnera,Potato,Desi,FAQ,1400,1480,1440,2020-06-27
163,158,Agra,Achnera,Potato,Desi,FAQ,1430,1500,1470,2020-06-26
164,159,Agra,Achnera,Potato,Desi,FAQ,1440,1510,1480,2020-06-24
165,160,Agra,Achnera,Potato,Desi,FAQ,1430,1530,1480,2020-06-23
166,161,Agra,Achnera,Potato,Desi,FAQ,1480,1560,1520,2020-06-22
167,162,Agra,Achnera,Potato,Desi,FAQ,1450,1550,1500,2020-06-21
168,163,Agra,Achnera,Potato,Desi,FAQ,1400,1500,1450,2020-06-20
169,164,Agra,Achnera,Potato,Desi,FAQ,1420,1480,1450,2020-06-19
170,165,Agra,Achnera,Potato,Desi,FAQ,1450,1500,1480,2020-06-17
171,166,Agra,Achnera,Potato,Desi,FAQ,1400,1480,1440,2020-06-16
172,167,Agra,Achnera,Potato,Desi,FAQ,1400,1480,1440,2020-06-15
173,168,Agra,Achnera,Potato,Desi,FAQ,1400,1480,1440,2020-06-14
174,169,Agra,Achnera,Potato,Desi,FAQ,1400,1480,1440,2020-06-13
175,170,Agra,Achnera,Potato,Desi,FAQ,1400,1460,1430,2020-06-12
176,171,Agra,Achnera,Potato,Desi,FAQ,1400,1480,1440,2020-06-10
177,172,Agra,Achnera,Potato,Desi,FAQ,1400,1460,1430,2020-06-09
178,173,Agra,Achnera,Potato,Desi,FAQ,1380,1460,1420,2020-06-08
179,174,Agra,Achnera,Potato,Desi,FAQ,1350,1450,1400,2020-06-07
180,175,Agra,Achnera,Potato,Desi,FAQ,1370,1430,1400,2020-06-06
181,176,Agra,Achnera,Potato,Desi,FAQ,1360,1440,1400,2020-06-05
182,177,Agra,Achnera,Potato,Desi,FAQ,1340,1400,1370,2020-06-03
183,178,Agra,Achnera,Potato,Desi,FAQ,1320,1400,1360,2020-06-02
184,179,Agra,Achnera,Potato,Desi,FAQ,1330,1400,1370,2020-06-01
185,180,Agra,Achnera,Potato,Desi,FAQ,1320,1380,1350,2020-05-31
186,181,Agra,Achnera,Potato,Desi,FAQ,1300,1380,1340,2020-05-30
187,182,Agra,Achnera,Potato,Desi,FAQ,1300,1370,1335,2020-05-29
188,183,Agra,Achnera,Potato,Desi,FAQ,1300,1380,1340,2020-05-27
189,184,Agra,Achnera,Potato,Desi,FAQ,1320,1380,1350,2020-05-26
190,185,Agra,Achnera,Potato,Desi,FAQ,1300,1380,1340,2020-05-25
191,186,Agra,Achnera,Potato,Desi,FAQ,1300,1360,1330,2020-05-24
192,187,Agra,Achnera,Potato,Desi,FAQ,1300,1390,1345,2020-05-23
193,188,Agra,Achnera,Potato,Desi,FAQ,1300,1380,1340,2020-05-22
194,189,Agra,Achnera,Potato,Desi,FAQ,1240,1340,1290,2020-05-20
195,190,Agra,Achnera,Potato,Desi,FAQ,1200,1260,1230,2020-05-19
196,191,Agra,Achnera,Potato,Desi,FAQ,1200,1280,1240,2020-05-18
197,192,Agra,Achnera,Potato,Desi,FAQ,1200,1280,1240,2020-05-17
198,193,Agra,Achnera,Potato,Desi,FAQ,1330,1390,1360,2020-05-16
199,194,Agra,Achnera,Potato,Desi,FAQ,1280,1380,1320,2020-05-15
200,195,Agra,Achnera,Potato,Desi,FAQ,1270,1370,1320,2020-05-13
201,196,Agra,Achnera,Potato,Desi,FAQ,1270,1350,1310,2020-05-12
202,197,Agra,Achnera,Potato,Desi,FAQ,1260,1340,1300,2020-05-11
203,198,Agra,Achnera,Potato,Desi,FAQ,1240,1340,1290,2020-05-10
204,199,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,2020-05-09
205,200,Agra,Achnera,Potato,Desi,FAQ,1220,1320,1270,2020-05-08
208,201,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,2020-05-06
209,202,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,2020-05-05
210,203,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,2020-05-04
211,204,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,2020-05-03
212,205,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,2020-05-02
213,206,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,2020-05-01
214,207,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,2020-04-29
215,208,Agra,Achnera,Potato,Desi,FAQ,1300,1380,1340,2020-04-28
216,209,Agra,Achnera,Potato,Desi,FAQ,1300,1400,1350,2020-04-27
217,210,Agra,Achnera,Potato,Desi,FAQ,1280,1380,1330,2020-04-25
218,211,Agra,Achnera,Potato,Desi,FAQ,1300,1400,1350,2020-04-24
219,212,Agra,Achnera,Potato,Desi,FAQ,1300,1400,1350,2020-04-23
220,213,Agra,Achnera,Potato,Desi,FAQ,1280,1340,1310,2020-04-22
221,214,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,2020-04-21
222,215,Agra,Achnera,Potato,Desi,FAQ,1200,1320,1260,2020-04-20
223,216,Agra,Achnera,Potato,Desi,FAQ,1220,1320,1270,2020-04-19
224,217,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,2020-04-18
225,218,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,2020-04-17
226,219,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,2020-04-15
227,220,Agra,Achnera,Potato,Desi,FAQ,1150,1250,1200,2020-04-14
228,221,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,2020-04-13
229,222,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,2020-04-12
230,223,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,2020-04-11
231,224,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,2020-04-10
232,225,Agra,Achnera,Potato,Desi,FAQ,1230,1350,1290,2020-04-08
233,226,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,2020-04-07
234,227,Agra,Achnera,Potato,Desi,FAQ,1150,1250,1200,2020-04-06
235,228,Agra,Achnera,Potato,Desi,FAQ,1100,1200,1150,2020-04-05
236,229,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,2020-04-04
237,230,Agra,Achnera,Potato,Desi,FAQ,1150,1250,1200,2020-04-03
238,231,Agra,Achnera,Potato,Desi,FAQ,1150,1250,1200,2020-04-01
239,232,Agra,Achnera,Potato,Desi,FAQ,1150,1250,1200,2020-03-31
240,233,Agra,Achnera,Potato,Desi,FAQ,1150,1250,1200,2020-03-30
241,234,Agra,Achnera,Potato,Desi,FAQ,1150,1250,1200,2020-03-29
242,235,Agra,Achnera,Potato,Desi,FAQ,1150,1250,1200,2020-03-28
243,236,Agra,Achnera,Potato,Desi,FAQ,1300,1400,1350,2020-03-27
244,237,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,2020-03-25
245,238,Agra,Achnera,Potato,Desi,FAQ,1150,1250,1200,2020-03-24
246,239,Agra,Achnera,Potato,Desi,FAQ,1150,1250,1200,2020-03-23
247,240,Agra,Achnera,Potato,Desi,FAQ,1150,1250,1200,2020-03-22
248,241,Agra,Achnera,Potato,Desi,FAQ,1150,1250,1200,2020-03-21
249,242,Agra,Achnera,Potato,Desi,FAQ,1200,1260,1230,2020-03-20
250,243,Agra,Achnera,Potato,Desi,FAQ,1150,1250,1200,2020-03-18
251,244,Agra,Achnera,Potato,Desi,FAQ,1140,1220,1180,2020-03-17
252,245,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,2020-03-16
253,246,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,2020-03-15
254,247,Agra,Achnera,Potato,Desi,FAQ,1180,1260,1220,2020-03-14
255,248,Agra,Achnera,Potato,Desi,FAQ,1180,1240,1210,2020-03-13
256,249,Agra,Achnera,Potato,Desi,FAQ,1050,1150,1100,2020-03-09
257,250,Agra,Achnera,Potato,Desi,FAQ,1050,1150,1100,2020-03-08
260,251,Agra,Achnera,Potato,Desi,FAQ,1050,1150,1100,2020-03-07
261,252,Agra,Achnera,Potato,Desi,FAQ,900,1000,950,2020-03-06
262,253,Agra,Achnera,Potato,Desi,FAQ,800,900,850,2020-03-04
263,254,Agra,Achnera,Potato,Desi,FAQ,800,900,850,2020-03-03
264,255,Agra,Achnera,Potato,Desi,FAQ,800,880,840,2020-03-02
265,256,Agra,Achnera,Potato,Desi,FAQ,800,880,840,2020-03-01
266,257,Agra,Achnera,Potato,Desi,FAQ,820,900,860,2020-02-29
267,258,Agra,Achnera,Potato,Desi,FAQ,800,900,850,2020-02-28
268,259,Agra,Achnera,Potato,Desi,FAQ,860,940,900,2020-02-26
269,260,Agra,Achnera,Potato,Desi,FAQ,840,900,870,2020-02-25
270,261,Agra,Achnera,Potato,Desi,FAQ,860,900,880,2020-02-24
271,262,Agra,Achnera,Potato,Desi,FAQ,840,910,870,2020-02-23
272,263,Agra,Achnera,Potato,Desi,FAQ,840,920,880,2020-02-22
273,264,Agra,Achnera,Potato,Desi,FAQ,900,960,930,2020-02-21
274,265,Agra,Achnera,Potato,Desi,FAQ,900,960,930,2020-02-19
275,266,Agra,Achnera,Potato,Desi,FAQ,900,960,930,2020-02-18
276,267,Agra,Achnera,Potato,Desi,FAQ,870,950,910,2020-02-17
277,268,Agra,Achnera,Potato,Desi,FAQ,880,980,930,2020-02-16
278,269,Agra,Achnera,Potato,Desi,FAQ,850,950,900,2020-02-15
279,270,Agra,Achnera,Potato,Desi,FAQ,880,960,920,2020-02-14
280,271,Agra,Achnera,Potato,Desi,FAQ,900,980,940,2020-02-12
281,272,Agra,Achnera,Potato,Desi,FAQ,900,1000,950,2020-02-11
282,273,Agra,Achnera,Potato,Desi,FAQ,920,1000,960,2020-02-10
283,274,Agra,Achnera,Potato,Desi,FAQ,940,1000,970,2020-02-09
284,275,Agra,Achnera,Potato,Desi,FAQ,900,1000,950,2020-02-08
285,276,Agra,Achnera,Potato,Desi,FAQ,940,1010,970,2020-02-07
286,277,Agra,Achnera,Potato,Desi,FAQ,940,1020,980,2020-02-05
287,278,Agra,Achnera,Potato,Desi,FAQ,900,960,930,2020-02-04
288,279,Agra,Achnera,Potato,Desi,FAQ,940,1020,980,2020-02-03
289,280,Agra,Achnera,Potato,Desi,FAQ,1000,1080,1040,2020-02-02
290,281,Agra,Achnera,Potato,Desi,FAQ,1000,1100,1050,2020-02-01
291,282,Agra,Achnera,Potato,Desi,FAQ,1100,1180,1140,2020-01-31
292,283,Agra,Achnera,Potato,Desi,FAQ,1200,1280,1240,2020-01-29
293,284,Agra,Achnera,Potato,Desi,FAQ,1200,1280,1240,2020-01-28
294,285,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,2020-01-27
295,286,Agra,Achnera,Potato,Desi,FAQ,1200,1280,1240,2020-01-25
296,287,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,2020-01-24
297,288,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1240,2020-01-22
298,289,Agra,Achnera,Potato,Desi,FAQ,1220,1300,1260,2020-01-21
299,290,Agra,Achnera,Potato,Desi,FAQ,1220,1300,1260,2020-01-20
300,291,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,2020-01-19
301,292,Agra,Achnera,Potato,Desi,FAQ,1200,1260,1230,2020-01-18
302,293,Agra,Achnera,Potato,Desi,FAQ,1200,1260,1230,2020-01-17
303,294,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,2020-01-15
304,295,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,2020-01-14
305,296,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,2020-01-13
306,297,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,2020-01-12
307,298,Agra,Achnera,Potato,Desi,FAQ,1220,1320,1260,2020-01-11
308,299,Agra,Achnera,Potato,Desi,FAQ,1220,1300,1260,2020-01-10
309,300,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,2020-01-08
312,301,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,2020-01-07
313,302,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,2020-01-06
314,303,Agra,Achnera,Potato,Desi,FAQ,1280,1360,1320,2020-01-05
315,304,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,2020-01-04
316,305,Agra,Achnera,Potato,Desi,FAQ,1300,1400,1350,2020-01-03
317,306,Agra,Achnera,Potato,Desi,FAQ,1300,1400,1350,2020-01-01
318,307,Agra,Agra,Potato,Desi,FAQ,800,1100,960,2020-12-31
319,308,Agra,Agra,Potato,Desi,FAQ,800,1050,940,2020-12-30
320,309,Agra,Agra,Potato,Desi,FAQ,800,1080,950,2020-12-29
321,310,Agra,Agra,Potato,Desi,FAQ,800,1100,950,2020-12-28
322,311,Agra,Agra,Potato,Desi,FAQ,850,1100,980,2020-12-26
323,312,Agra,Agra,Potato,Desi,FAQ,900,1100,990,2020-12-25
324,313,Agra,Agra,Potato,Desi,FAQ,880,1100,975,2020-12-24
325,314,Agra,Agra,Potato,Desi,FAQ,900,1100,980,2020-12-23
326,315,Agra,Agra,Potato,Desi,FAQ,850,1100,980,2020-12-22
327,316,Agra,Agra,Potato,Desi,FAQ,1000,1200,1110,2020-12-21
328,317,Agra,Agra,Potato,Desi,FAQ,1000,1200,1100,2020-12-19
329,318,Agra,Agra,Potato,Desi,FAQ,1100,1380,1250,2020-12-18
330,319,Agra,Agra,Potato,Desi,FAQ,950,1200,1050,2020-12-17
331,320,Agra,Agra,Potato,Desi,FAQ,1050,1300,1210,2020-12-16
332,321,Agra,Agra,Potato,Desi,FAQ,1300,1550,1450,2020-12-15
333,322,Agra,Agra,Potato,Desi,FAQ,1800,2000,1920,2020-12-14
334,323,Agra,Agra,Potato,Desi,FAQ,1850,2050,1950,2020-12-12
335,324,Agra,Agra,Potato,Desi,FAQ,1850,2050,1980,2020-12-11
336,325,Agra,Agra,Potato,Desi,FAQ,1900,2150,2050,2020-12-10
337,326,Agra,Agra,Potato,Desi,FAQ,1900,2100,2000,2020-12-09
338,327,Agra,Agra,Potato,Desi,FAQ,1900,2150,2050,2020-12-07
339,328,Agra,Agra,Potato,Desi,FAQ,2600,2850,2720,2020-12-05
340,329,Agra,Agra,Potato,Desi,FAQ,2800,3100,2950,2020-12-04
341,330,Agra,Agra,Potato,Desi,FAQ,2900,3100,3000,2020-12-03
342,331,Agra,Agra,Potato,Desi,FAQ,2900,3150,3050,2020-12-02
343,332,Agra,Agra,Potato,Desi,FAQ,2800,3100,2950,2020-11-30
344,333,Agra,Agra,Potato,Desi,FAQ,2800,3000,2900,2020-11-28
345,334,Agra,Agra,Potato,Desi,FAQ,2750,2950,2870,2020-11-27
346,335,Agra,Agra,Potato,Desi,FAQ,2750,2950,2880,2020-11-26
